G_loss,D_loss
1.7441505193710327,0.6563056707382202
2.5213186740875244,1.0377893447875977
2.982417106628418,0.36480042338371277
0.6264877319335938,1.1611906290054321
1.7845767736434937,0.33424389362335205
1.354508399963379,0.3553854525089264
2.549166440963745,0.30692258477211
2.292060375213623,0.37387731671333313
4.745185375213623,0.5750917196273804
2.0609138011932373,0.4198070168495178
2.296417236328125,0.4600181579589844
1.8081245422363281,0.3929116129875183
3.9351251125335693,0.5455400347709656
1.4828758239746094,0.47469717264175415
3.0503902435302734,0.3527427315711975
1.8186405897140503,0.4554516077041626
0.8609070777893066,0.9074537754058838
3.2903671264648438,0.3246459662914276
2.2461023330688477,0.3071618378162384
2.088146209716797,0.3676564693450928
3.099719524383545,0.3225199580192566
4.641140937805176,0.6718756556510925
6.813999176025391,3.5055999755859375
4.385137557983398,0.4793460965156555
3.126077175140381,0.30065298080444336
2.704432487487793,0.348635196685791
2.1725306510925293,0.38821470737457275
1.9888185262680054,0.3490864336490631
2.521946668624878,0.3890801668167114
3.6832218170166016,0.2798120081424713
1.1187689304351807,0.6285858154296875
1.3227550983428955,0.44742682576179504
1.7019081115722656,0.5004842877388
5.18557071685791,0.5226247310638428
4.045935153961182,0.2103307545185089
