G_loss,D_loss
1.1491492441359987,0.933487680871436
1.3662621259689331,0.7596052981437521
1.4040117497139788,0.7752641365883198
1.44770857679083,0.7549407061110152
1.5196804362408658,0.7136114574493246
1.5845903447333802,0.7059360805978167
1.6347049936335138,0.6718796065513124
1.6880746970785425,0.6632042666699024
1.7241638924213165,0.6466103749072298
1.7574435141492397,0.6447495551819497
1.7802579561446576,0.6360015065112012
1.8124483795876198,0.6327912296386475
1.8414077981989434,0.6182588588684164
1.8555087812403415,0.626490813620547
1.8781441836915118,0.6211054710631675
1.891730507637592,0.6182676778194752
1.9048751818372849,0.6153371382266917
1.9166189163289171,0.610565108441292
1.9281179527018932,0.623591012396711
1.9453867501400888,0.6215178414862207
1.9523485906580662,0.6128568632805601
1.950081447591173,0.6175719970084251
1.97872965805074,0.6251905498352457
1.9645174275053308,0.6076160905208994
1.990323898386448,0.616286398375288
1.9924232926774532,0.6199886235784977
2.0004507709056774,0.6075399535767576
2.0144037591650132,0.6178785548565235
2.007637771900664,0.6124470416535722
2.0212622130170783,0.6097496846888928
2.023808448365394,0.6114282810941656
2.026081906988266,0.61136201772284
2.0350583936305755,0.6108220995740687
2.0349675892515386,0.6129462433622238
2.0608988820238316,0.6085928273961899
2.0431064103512053,0.614852517716428
2.0458469941260966,0.6057544950475084
2.060148366207772,0.6220497888453463
2.047731307719616,0.61301879527721
2.040064789132869,0.6162199112963169
2.0436889874174238,0.6240591064412543
2.048841737939956,0.6251819105858498
2.0333809938836604,0.6291144523214787
2.0426523208618166,0.6217383720773332
2.032595144434178,0.6370053905121824
2.0140935418453623,0.6385353300165623
2.007288612710669,0.6502441530532025
2.020163790089019,0.6380087882914441
2.010663064236337,0.6517896922344857
1.9974509913870628,0.6510576434591984
